return_id,order_item_id,return_date,reason,refund_amount
1857,33190,2025-07-15,Changed mind,412.29
1858,34486,2025-07-15,Defective,404.1
1859,34060,2025-07-15,Changed mind,187.24
1860,34656,2025-07-16,Size/fit issue,197.1
1861,32642,2025-07-16,Changed mind,3325.68
1862,34686,2025-07-16,Size/fit issue,1347.0
1863,33927,2025-07-16,Defective,197.1
1864,32536,2025-07-16,Defective,1149.0
1865,34673,2025-07-16,Not as described,179.0
1866,33166,2025-07-17,Not as described,709.0
1867,33064,2025-07-17,Size/fit issue,479.0
1868,32733,2025-07-17,Size/fit issue,727.3
1869,32600,2025-07-17,Size/fit issue,1378.0
1870,33683,2025-07-17,Not as described,359.2
1871,32565,2025-07-17,Changed mind,374.49
1872,34478,2025-07-17,Not as described,1590.3
1873,32506,2025-07-17,Size/fit issue,219.0
1874,32507,2025-07-17,Defective,489.3
1875,32587,2025-07-18,Wrong item,458.1
1876,32996,2025-07-18,Size/fit issue,309.0
1877,32935,2025-07-18,Defective,309.0
1878,33464,2025-07-19,Late delivery,1118.0
1879,33681,2025-07-19,Size/fit issue,404.1
1880,33308,2025-07-19,Changed mind,755.1
1881,34775,2025-07-20,Wrong item,1279.65
1882,34648,2025-07-21,Size/fit issue,3658.0
1883,33363,2025-07-21,Defective,449.0
1884,33108,2025-07-21,Defective,2298.0
1885,35208,2025-07-22,Defective,449.0
1886,35005,2025-07-22,Not as described,782.1
1887,33229,2025-07-22,Size/fit issue,629.1
1888,33612,2025-07-22,Defective,919.0
1889,34659,2025-07-22,Size/fit issue,381.65
1890,33537,2025-07-22,Not as described,279.65
1891,33745,2025-07-22,Wrong item,853.1
1892,34436,2025-07-23,Size/fit issue,840.65
1893,35401,2025-07-23,Not as described,197.1
1894,34779,2025-07-23,Wrong item,429.0
1895,33081,2025-07-23,Wrong item,60837.6
1896,34042,2025-07-23,Changed mind,197.1
1897,33276,2025-07-23,Size/fit issue,449.0
1898,34441,2025-07-23,Defective,509.0
1899,35372,2025-07-23,Defective,186.15
1900,34905,2025-07-23,Not as described,426.55
1901,34070,2025-07-23,Size/fit issue,197.1
1902,34220,2025-07-24,Defective,88327.2
1903,34286,2025-07-24,Defective,449.0
1904,34622,2025-07-24,Changed mind,363.69
1905,34181,2025-07-24,Defective,1600.2
1906,34208,2025-07-24,Not as described,658.0
1907,35600,2025-07-25,Wrong item,359.2
1908,33817,2025-07-25,Size/fit issue,369.0
1909,35096,2025-07-25,Size/fit issue,404.1
1910,34362,2025-07-25,Not as described,359.1
1911,33739,2025-07-25,Changed mind,808.2
1912,35422,2025-07-25,Changed mind,404.1
1913,33951,2025-07-26,Changed mind,343.48
1914,34958,2025-07-26,Wrong item,2852.1
1915,33828,2025-07-26,Defective,247.2
1916,33755,2025-07-26,Changed mind,1270.89
1917,34595,2025-07-26,Not as described,479.0
1918,34628,2025-07-26,Defective,426.55
1919,34607,2025-07-26,Changed mind,404.1
1920,34920,2025-07-26,Changed mind,1212.3
1921,34925,2025-07-26,Size/fit issue,449.0
1922,34432,2025-07-26,Changed mind,1069.47
1923,35787,2025-07-26,Changed mind,1340.1
1924,33929,2025-07-27,Changed mind,708.8
1925,35137,2025-07-27,Defective,314.3
1926,35333,2025-07-28,Not as described,449.0
1927,33654,2025-07-28,Changed mind,314.1
1928,35236,2025-07-28,Size/fit issue,449.0
1929,35069,2025-07-28,Size/fit issue,898.0
1930,35494,2025-07-28,Changed mind,20933.1
1931,34726,2025-07-28,Not as described,119.0
1932,34041,2025-07-29,Changed mind,377.1
1933,34976,2025-07-29,Size/fit issue,197.1
1934,35699,2025-07-29,Defective,279.65
1935,35633,2025-07-30,Changed mind,727.38
1936,34116,2025-07-30,Defective,6199.0
1937,33685,2025-07-30,Defective,449.0
1938,33899,2025-07-30,Size/fit issue,4367.2
1939,35269,2025-07-30,Not as described,309.0
1940,34262,2025-07-30,Defective,388.55
1941,35498,2025-07-31,Defective,2693.65
1942,35599,2025-07-31,Not as described,197.1
1943,35389,2025-07-31,Not as described,286.3
1944,35340,2025-07-31,Defective,1096.2
1945,35635,2025-07-31,Wrong item,379.05
1946,34025,2025-07-31,Not as described,839.0
1947,36338,2025-08-01,Wrong item,919.0
1948,36162,2025-08-01,Size/fit issue,449.0
1949,34347,2025-08-02,Not as described,746.1
1950,34038,2025-08-02,Size/fit issue,239.0
1951,35904,2025-08-02,Size/fit issue,8045.1
1952,36327,2025-08-02,Size/fit issue,153.3
1953,34711,2025-08-02,Defective,381.65
1954,34610,2025-08-02,Defective,349.0
1955,35822,2025-08-03,Wrong item,312.55
1956,35272,2025-08-03,Defective,389.3
1957,35344,2025-08-03,Changed mind,4735.84
1958,36301,2025-08-03,Defective,426.55
1959,35551,2025-08-03,Defective,898.0
1960,36328,2025-08-03,Size/fit issue,381.65
1961,35090,2025-08-03,Wrong item,359.2
1962,35610,2025-08-03,Size/fit issue,449.0
1963,36441,2025-08-03,Size/fit issue,339.0
1964,34536,2025-08-03,Changed mind,1323.36
1965,36247,2025-08-04,Changed mind,827.1
1966,36528,2025-08-04,Wrong item,1149.0
1967,35322,2025-08-04,Changed mind,494.1
1968,36337,2025-08-04,Size/fit issue,692.3
1969,34496,2025-08-04,Defective,349.0
1970,36181,2025-08-04,Defective,426.55
1971,36259,2025-08-05,Changed mind,404.1
1972,36764,2025-08-05,Size/fit issue,919.0
1973,36279,2025-08-05,Wrong item,449.0
1974,34842,2025-08-05,Defective,449.0
1975,34528,2025-08-05,Not as described,1223.2
1976,35399,2025-08-05,Changed mind,1481.49
1977,36444,2025-08-05,Defective,449.0
1978,36147,2025-08-06,Not as described,459.0
1979,35396,2025-08-06,Size/fit issue,449.0
1980,36607,2025-08-06,Late delivery,898.0
1981,34267,2025-08-06,Changed mind,1100.88
1982,34977,2025-08-06,Size/fit issue,449.0
1983,34592,2025-08-06,Changed mind,686.97
1984,35795,2025-08-07,Not as described,2757.0
1985,34556,2025-08-07,Size/fit issue,436.05
1986,34456,2025-08-07,Defective,438.0
1987,35058,2025-08-07,Size/fit issue,404.1
1988,35007,2025-08-08,Not as described,296.1
1989,34573,2025-08-08,Size/fit issue,2298.0
1990,36613,2025-08-08,Changed mind,1212.3
1991,35832,2025-08-08,Size/fit issue,409.0
1992,36529,2025-08-08,Not as described,219.0
1993,34906,2025-08-08,Changed mind,209.79
1994,36307,2025-08-09,Changed mind,294.48
1995,34796,2025-08-09,Not as described,808.2
1996,34818,2025-08-09,Not as described,558.45
1997,34662,2025-08-09,Changed mind,532.17
1998,36160,2025-08-10,Wrong item,449.0
1999,35836,2025-08-10,Size/fit issue,664.05
2000,34855,2025-08-10,Not as described,840.65
2001,35553,2025-08-10,Changed mind,954.18
2002,36436,2025-08-10,Not as described,426.55
2003,35038,2025-08-10,Defective,209.0
2004,35523,2025-08-10,Wrong item,628.6
2005,36663,2025-08-11,Defective,449.0
2006,36393,2025-08-11,Size/fit issue,449.0
2007,35993,2025-08-11,Not as described,942.9
2008,34986,2025-08-11,Size/fit issue,239.0
2009,36339,2025-08-11,Defective,558.45
2010,36025,2025-08-11,Defective,449.0
2011,36286,2025-08-12,Defective,674.1
2012,35933,2025-08-12,Defective,3288.65
2013,36731,2025-08-12,Not as described,263.2
2014,36889,2025-08-12,Not as described,209.0
2015,35733,2025-08-12,Defective,844.55
2016,35065,2025-08-12,Size/fit issue,1149.0
2017,36823,2025-08-12,Size/fit issue,404.1
2018,36003,2025-08-12,Defective,699.0
2019,37416,2025-08-13,Wrong item,458.1
2020,36605,2025-08-13,Size/fit issue,449.0
2021,37084,2025-08-13,Defective,197.1
2022,35226,2025-08-13,Changed mind,250.29
2023,37408,2025-08-13,Wrong item,839.0
2024,36961,2025-08-13,Late delivery,3976.2
2025,36545,2025-08-14,Not as described,359.1
2026,35752,2025-08-14,Size/fit issue,4985.1
2027,35050,2025-08-14,Changed mind,281.3
2028,36011,2025-08-14,Wrong item,1227.0
2029,37275,2025-08-14,Not as described,449.0
2030,36916,2025-08-15,Not as described,449.0
2031,37733,2025-08-15,Not as described,738.15
2032,36922,2025-08-15,Late delivery,359.2
2033,36376,2025-08-15,Size/fit issue,8079.0
2034,37220,2025-08-15,Size/fit issue,998.1
2035,36368,2025-08-15,Size/fit issue,594.15
2036,37373,2025-08-16,Not as described,1187.1
2037,35596,2025-08-16,Size/fit issue,2399.0
2038,37143,2025-08-16,Changed mind,3930.48
2039,35264,2025-08-16,Changed mind,575.1
2040,37749,2025-08-16,Changed mind,343.48
2041,35369,2025-08-17,Size/fit issue,4044.15
2042,35788,2025-08-17,Size/fit issue,827.1
2043,35630,2025-08-17,Not as described,432.65
2044,37182,2025-08-17,Defective,449.0
2045,37043,2025-08-17,Not as described,625.1
2046,36315,2025-08-17,Wrong item,239.0
2047,35626,2025-08-17,Defective,3292.2
2048,38049,2025-08-18,Changed mind,1772.1
2049,37899,2025-08-18,Defective,4339.3
2050,35528,2025-08-18,Not as described,347.65
2051,35957,2025-08-18,Changed mind,3692.79
2052,35996,2025-08-19,Late delivery,309.0
2053,36800,2025-08-19,Size/fit issue,332.1
2054,36180,2025-08-19,Size/fit issue,98004.15
2055,37955,2025-08-19,Defective,1829.0
2056,36686,2025-08-20,Late delivery,359.1
2057,37496,2025-08-20,Size/fit issue,296.1
2058,38296,2025-08-20,Wrong item,1538.1
2059,36352,2025-08-21,Defective,449.0
2060,38367,2025-08-21,Size/fit issue,233.1
2061,36398,2025-08-21,Size/fit issue,1149.0
2062,36313,2025-08-21,Not as described,404.1
2063,37063,2025-08-21,Changed mind,913.68
2064,36679,2025-08-21,Not as described,919.2
2065,37956,2025-08-21,Late delivery,309.0
2066,37493,2025-08-21,Late delivery,4338.0
2067,37855,2025-08-22,Size/fit issue,898.0
2068,36050,2025-08-22,Defective,440.3
2069,36761,2025-08-22,Size/fit issue,449.0
2070,37826,2025-08-22,Defective,296.1
2071,38106,2025-08-22,Not as described,426.55
2072,37696,2025-08-22,Not as described,1289.0
2073,38112,2025-08-22,Changed mind,1160.1
2074,37187,2025-08-23,Defective,23037.0
2075,37225,2025-08-23,Wrong item,898.0
2076,38662,2025-08-23,Changed mind,383.9
2077,36561,2025-08-23,Defective,208.05
2078,35997,2025-08-23,Size/fit issue,197.1
2079,37996,2025-08-23,Changed mind,251.68
2080,36333,2025-08-23,Defective,1149.0
2081,36669,2025-08-24,Size/fit issue,175.2
2082,38649,2025-08-24,Not as described,1449.0
2083,37252,2025-08-24,Defective,509.0
2084,37149,2025-08-25,Wrong item,3599.55
2085,36674,2025-08-25,Wrong item,1149.0
2086,37973,2025-08-25,Changed mind,5579.1
2087,37283,2025-08-25,Changed mind,982.4
2088,36728,2025-08-25,Not as described,449.0
2089,37280,2025-08-25,Not as described,239.0
2090,38391,2025-08-25,Defective,781.15
2091,38627,2025-08-25,Wrong item,407.15
2092,38943,2025-08-26,Size/fit issue,259.0
2093,38633,2025-08-26,Changed mind,404.1
2094,37908,2025-08-26,Changed mind,8755.74
2095,37957,2025-08-26,Size/fit issue,404.1
2096,37631,2025-08-26,Not as described,818.0
2097,36743,2025-08-26,Late delivery,381.65
2098,36525,2025-08-26,Wrong item,219.0
2099,38947,2025-08-26,Defective,259.0
2100,36590,2025-08-27,Size/fit issue,312.55
2101,37000,2025-08-27,Not as described,808.2
2102,38245,2025-08-27,Defective,355.3
2103,38999,2025-08-27,Defective,143.2
2104,37766,2025-08-27,Size/fit issue,1055.2
2105,36611,2025-08-27,Not as described,219.0
2106,37554,2025-08-27,Not as described,12398.0
2107,38659,2025-08-27,Size/fit issue,918.0
2108,38149,2025-08-28,Wrong item,219.0
2109,38482,2025-08-28,Defective,332.1
2110,37610,2025-08-28,Not as described,718.4
2111,37857,2025-08-28,Defective,873.05
2112,37230,2025-08-28,Defective,208.05
2113,37047,2025-08-29,Changed mind,177.39
2114,37087,2025-08-29,Wrong item,898.0
2115,38997,2025-08-29,Not as described,2029.0
2116,38075,2025-08-29,Not as described,518.0
2117,39234,2025-08-30,Wrong item,449.0
2118,39229,2025-08-30,Changed mind,167.54
2119,36603,2025-08-30,Not as described,278.1
2120,36827,2025-08-30,Defective,217.55
2121,37877,2025-08-30,Defective,449.0
2122,39044,2025-08-31,Defective,449.0
2123,36748,2025-08-31,Late delivery,763.3
2124,38032,2025-08-31,Size/fit issue,1149.0
2125,39017,2025-08-31,Size/fit issue,197.1
2126,38926,2025-08-31,Size/fit issue,1838.0
2127,36826,2025-09-01,Not as described,449.0
2128,38134,2025-09-01,Size/fit issue,449.0
2129,36858,2025-09-01,Changed mind,1304.1
2130,38977,2025-09-01,Defective,381.65
2131,38250,2025-09-02,Not as described,312.55
2132,38430,2025-09-02,Wrong item,1412.1
2133,37569,2025-09-02,Not as described,455.05
2134,38829,2025-09-02,Changed mind,4679.1
2135,38009,2025-09-02,Not as described,808.2
2136,37942,2025-09-02,Wrong item,259.0
2137,38018,2025-09-02,Size/fit issue,426.55
2138,39353,2025-09-03,Size/fit issue,865.3
2139,39769,2025-09-03,Defective,502.55
2140,37020,2025-09-03,Defective,369.0
2141,37257,2025-09-03,Not as described,349.0
2142,39401,2025-09-03,Defective,381.65
2143,37474,2025-09-03,Defective,449.0
2144,37638,2025-09-03,Not as described,738.65
2145,39312,2025-09-03,Defective,592.2
2146,39442,2025-09-03,Late delivery,449.0
2147,38900,2025-09-04,Changed mind,363.69
2148,37400,2025-09-04,Size/fit issue,2183.1
2149,39916,2025-09-04,Size/fit issue,1279.65
2150,39399,2025-09-04,Wrong item,559.0
2151,38846,2025-09-04,Changed mind,1421.1
2152,38663,2025-09-04,Defective,167.2
2153,37643,2025-09-05,Size/fit issue,426.55
2154,38008,2025-09-05,Not as described,599.0
2155,39346,2025-09-05,Wrong item,1529.0
2156,39288,2025-09-05,Changed mind,363.69
2157,39077,2025-09-06,Changed mind,930.69
2158,38599,2025-09-06,Size/fit issue,449.0
2159,39088,2025-09-06,Not as described,449.0
2160,39809,2025-09-07,Defective,404.1
2161,38679,2025-09-07,Not as described,808.2
2162,37514,2025-09-07,Changed mind,5579.1
2163,37806,2025-09-07,Wrong item,438.0
2164,39548,2025-09-07,Defective,509.0
2165,39696,2025-09-07,Not as described,898.0
2166,38547,2025-09-07,Size/fit issue,1877.65
2167,39369,2025-09-07,Changed mind,288.54
2168,39494,2025-09-08,Defective,1554.65
2169,38131,2025-09-08,Wrong item,404.1
2170,38725,2025-09-08,Size/fit issue,479.0
2171,39902,2025-09-08,Defective,636.65
2172,39722,2025-09-08,Defective,889.0
2173,40153,2025-09-09,Size/fit issue,208.05
2174,39785,2025-09-09,Defective,4418.0
2175,38905,2025-09-09,Defective,836.1
2176,39844,2025-09-09,Defective,749.0
2177,38184,2025-09-09,Changed mind,413.1
2178,39995,2025-09-09,Wrong item,449.0
2179,38618,2025-09-10,Size/fit issue,808.2
2180,39246,2025-09-10,Wrong item,1838.0
2181,40631,2025-09-10,Not as described,309.0
2182,38428,2025-09-10,Size/fit issue,426.55
2183,39365,2025-09-10,Wrong item,3418.0
2184,39117,2025-09-10,Defective,494.1
2185,38088,2025-09-10,Not as described,989.0
2186,39096,2025-09-10,Defective,381.65
2187,38567,2025-09-10,Defective,219.0
2188,39086,2025-09-11,Changed mind,363.69
2189,40354,2025-09-11,Not as described,2757.0
2190,39729,2025-09-11,Changed mind,1399.19
2191,38132,2025-09-11,Size/fit issue,987.0
2192,38231,2025-09-11,Wrong item,381.65
2193,37915,2025-09-11,Defective,1304.1
2194,38434,2025-09-12,Defective,227.05
2195,39629,2025-09-12,Wrong item,1569.0
2196,39377,2025-09-12,Wrong item,3169.0
2197,40268,2025-09-12,Size/fit issue,449.0
2198,40629,2025-09-12,Size/fit issue,329.0
2199,37916,2025-09-12,Not as described,449.0
2200,39671,2025-09-13,Size/fit issue,449.0
2201,38130,2025-09-13,Late delivery,6899.0
2202,40181,2025-09-13,Not as described,329.0
2203,38539,2025-09-13,Late delivery,449.0
2204,40596,2025-09-13,Defective,449.0
2205,39534,2025-09-14,Defective,818.1
2206,38957,2025-09-14,Size/fit issue,58989.0
2207,41072,2025-09-14,Late delivery,1502.1
2208,39213,2025-09-14,Defective,449.0
2209,39781,2025-09-14,Changed mind,343.48
2210,38525,2025-09-15,Size/fit issue,404.1
2211,39174,2025-09-15,Defective,940.95
2212,38312,2025-09-15,Size/fit issue,683.1
2213,39343,2025-09-15,Changed mind,476.1
2214,39163,2025-09-15,Not as described,1018.0
2215,39868,2025-09-15,Late delivery,219.0
2216,40577,2025-09-15,Defective,167.2
2217,40988,2025-09-15,Late delivery,449.0
2218,40620,2025-09-16,Changed mind,343.48
2219,38534,2025-09-16,Not as described,1646.1
2220,40580,2025-09-16,Wrong item,1889.1
2221,39300,2025-09-16,Changed mind,1142.1
2222,39836,2025-09-16,Defective,314.3
2223,39929,2025-09-16,Wrong item,426.55
2224,41213,2025-09-16,Defective,898.0
2225,38717,2025-09-16,Not as described,1669.0
2226,39059,2025-09-16,Defective,449.0
2227,39904,2025-09-16,Wrong item,426.55
2228,38488,2025-09-16,Changed mind,845.6
2229,40760,2025-09-16,Defective,9898.2
2230,38790,2025-09-17,Defective,449.0
2231,41045,2025-09-17,Size/fit issue,186.15
2232,38735,2025-09-17,Changed mind,890.1
2233,38713,2025-09-17,Defective,719.0
2234,38822,2025-09-17,Late delivery,1418.65
2235,38514,2025-09-17,Size/fit issue,1169.0
2236,39849,2025-09-17,Changed mind,1898.1
2237,38616,2025-09-17,Changed mind,266.49
2238,39364,2025-09-18,Defective,4103.1
2239,40411,2025-09-18,Wrong item,449.0
2240,40918,2025-09-18,Defective,219.0
2241,39659,2025-09-18,Size/fit issue,179.0
2242,40489,2025-09-19,Changed mind,1481.49
2243,41459,2025-09-20,Not as described,404.1
2244,41099,2025-09-20,Size/fit issue,430.2
2245,41745,2025-09-20,Not as described,580.3
2246,41311,2025-09-20,Not as described,1304.1
2247,39273,2025-09-20,Not as described,898.0
2248,39591,2025-09-20,Size/fit issue,322.05
2249,40130,2025-09-20,Not as described,853.1
2250,41060,2025-09-21,Size/fit issue,426.55
2251,40547,2025-09-21,Defective,399.0
2252,39260,2025-09-21,Size/fit issue,426.55
2253,41292,2025-09-21,Changed mind,305.24
2254,41411,2025-09-22,Late delivery,349.0
2255,41686,2025-09-22,Changed mind,744.39
2256,41768,2025-09-22,Defective,9898.0
2257,40286,2025-09-22,Size/fit issue,1669.0
2258,39130,2025-09-22,Not as described,287.1
2259,41944,2025-09-22,Changed mind,785.74
2260,41533,2025-09-22,Not as described,219.0
2261,41750,2025-09-22,Defective,208.05
2262,41859,2025-09-23,Size/fit issue,1617.3
2263,41971,2025-09-23,Not as described,902.3
2264,40306,2025-09-23,Defective,829.0
2265,41500,2025-09-23,Size/fit issue,509.0
2266,41355,2025-09-23,Size/fit issue,882.55
2267,39196,2025-09-23,Wrong item,381.65
2268,40980,2025-09-23,Wrong item,808.2
2269,41274,2025-09-23,Size/fit issue,214.2
2270,40159,2025-09-24,Changed mind,206.1
2271,41804,2025-09-24,Changed mind,296.1
2272,41508,2025-09-24,Size/fit issue,296.1
2273,41095,2025-09-24,Size/fit issue,381.65
2274,39937,2025-09-24,Changed mind,96.39
2275,41456,2025-09-25,Wrong item,2362.65
2276,41882,2025-09-25,Not as described,449.0
2277,40392,2025-09-25,Size/fit issue,1969.0
2278,40010,2025-09-25,Changed mind,493.29
2279,41776,2025-09-25,Size/fit issue,426.55
2280,40192,2025-09-26,Not as described,438.0
2281,41693,2025-09-27,Wrong item,746.1
2282,40597,2025-09-27,Not as described,269.0
2283,41810,2025-09-27,Size/fit issue,449.0
2284,40258,2025-09-27,Changed mind,137.97
2285,41927,2025-09-27,Not as described,2662.2
2286,42258,2025-09-28,Defective,1367.05
2287,40534,2025-09-28,Not as described,449.0
2288,41189,2025-09-28,Defective,759.0
2289,41811,2025-09-28,Defective,559.0
2290,40546,2025-09-28,Size/fit issue,808.2
2291,40736,2025-09-28,Size/fit issue,449.0
2292,40508,2025-09-28,Size/fit issue,219.0
2293,42416,2025-09-29,Not as described,404.1
2294,39996,2025-09-29,Size/fit issue,1925.1
2295,42593,2025-09-29,Not as described,359.2
2296,40078,2025-09-29,Defective,663.2
2297,41457,2025-09-30,Defective,404.1
2298,40743,2025-09-30,Not as described,381.65
2299,41392,2025-10-01,Defective,219.0
2300,40961,2025-10-01,Changed mind,197.1
2301,41913,2025-10-01,Size/fit issue,404.1
2302,42536,2025-10-01,Wrong item,804.3
2303,40172,2025-10-01,Changed mind,1212.3
2304,42670,2025-10-01,Size/fit issue,699.0
2305,42098,2025-10-01,Size/fit issue,925.65
2306,41100,2025-10-01,Size/fit issue,449.0
2307,41278,2025-10-01,Wrong item,314.3
2308,40747,2025-10-01,Defective,1767.2
2309,41669,2025-10-02,Wrong item,404.1
2310,40203,2025-10-02,Not as described,449.0
2311,40635,2025-10-02,Defective,728.1
2312,41179,2025-10-02,Size/fit issue,369.0
2313,41734,2025-10-02,Wrong item,1554.65
2314,41637,2025-10-02,Defective,1988.1
2315,42130,2025-10-02,Wrong item,426.55
2316,42303,2025-10-03,Size/fit issue,381.65
2317,42551,2025-10-03,Not as described,208.05
2318,40429,2025-10-03,Changed mind,315.36
2319,41101,2025-10-03,Defective,1279.65
2320,40851,2025-10-03,Changed mind,233.1
2321,41865,2025-10-03,Changed mind,930.69
2322,40421,2025-10-03,Not as described,219.0
2323,40383,2025-10-04,Size/fit issue,735.2
2324,42317,2025-10-04,Not as described,429.0
2325,42878,2025-10-04,Changed mind,383.9
2326,42587,2025-10-04,Wrong item,381.65
2327,41542,2025-10-04,Size/fit issue,186.15
2328,41458,2025-10-05,Defective,217.55
2329,42360,2025-10-05,Changed mind,2912.36
2330,41393,2025-10-05,Changed mind,419.58
2331,41662,2025-10-05,Size/fit issue,1529.0
2332,41379,2025-10-05,Size/fit issue,449.0
2333,42571,2025-10-05,Size/fit issue,152.15
2334,41031,2025-10-05,Defective,436.05
2335,41619,2025-10-05,Changed mind,808.2
2336,41884,2025-10-06,Changed mind,404.1
2337,42135,2025-10-06,Wrong item,1827.0
2338,43426,2025-10-06,Size/fit issue,197.1
2339,43146,2025-10-06,Defective,6199.0
2340,43604,2025-10-06,Wrong item,718.4
2341,41670,2025-10-06,Defective,873.05
2342,42539,2025-10-06,Defective,449.0
2343,41088,2025-10-07,Changed mind,377.1
2344,42924,2025-10-07,Defective,329.0
2345,41742,2025-10-08,Changed mind,281.3
2346,40940,2025-10-08,Defective,4454.1
2347,43755,2025-10-08,Changed mind,727.38
2348,42964,2025-10-08,Changed mind,808.2
2349,40889,2025-10-08,Size/fit issue,808.2
2350,41150,2025-10-08,Changed mind,363.69
2351,43334,2025-10-08,Size/fit issue,278.1
2352,43067,2025-10-08,Not as described,404.1
2353,43688,2025-10-08,Not as described,1596.3
2354,42421,2025-10-08,Size/fit issue,1953.3
2355,41306,2025-10-08,Changed mind,392.44
2356,42032,2025-10-09,Defective,350.4
2357,43280,2025-10-09,Wrong item,449.0
2358,41423,2025-10-09,Defective,404.1
2359,41841,2025-10-09,Changed mind,808.2
2360,43007,2025-10-09,Size/fit issue,119.0
2361,43976,2025-10-09,Defective,898.0
2362,41400,2025-10-09,Size/fit issue,449.0
2363,43178,2025-10-09,Late delivery,3926.15
2364,42357,2025-10-09,Size/fit issue,1537.1
2365,43114,2025-10-09,Size/fit issue,399.0
2366,41028,2025-10-09,Wrong item,449.0
2367,41232,2025-10-10,Late delivery,1297.95
2368,43607,2025-10-10,Defective,368.1
2369,43510,2025-10-10,Defective,404.1
2370,42345,2025-10-10,Defective,1562.3
2371,43425,2025-10-10,Size/fit issue,208.05
2372,42022,2025-10-11,Defective,219.0
2373,42392,2025-10-11,Changed mind,404.1
2374,42384,2025-10-11,Changed mind,233.1
2375,41854,2025-10-11,Defective,1829.0
2376,41617,2025-10-11,Size/fit issue,413.1
2377,43239,2025-10-11,Changed mind,2968.2
2378,41866,2025-10-11,Size/fit issue,296.1
2379,41316,2025-10-11,Not as described,413.1
2380,44271,2025-10-11,Size/fit issue,5718.0
2381,43059,2025-10-11,Size/fit issue,4467.0
2382,41989,2025-10-11,Changed mind,767.79
2383,42508,2025-10-11,Not as described,186.15
2384,41356,2025-10-12,Not as described,1149.0
2385,43362,2025-10-12,Defective,167.2
2386,41705,2025-10-12,Defective,6199.0
2387,44210,2025-10-12,Defective,449.0
2388,43189,2025-10-12,Changed mind,404.1
2389,43756,2025-10-13,Size/fit issue,1459.0
2390,42967,2025-10-13,Wrong item,335.3
2391,41478,2025-10-13,Size/fit issue,1829.0
2392,42819,2025-10-13,Changed mind,799.47
2393,43955,2025-10-13,Defective,1419.0
2394,42718,2025-10-13,Changed mind,3256.7
2395,43783,2025-10-13,Size/fit issue,599.0
2396,41896,2025-10-14,Defective,219.0
2397,43989,2025-10-14,Defective,1347.0
2398,44322,2025-10-14,Late delivery,492.1
2399,44555,2025-10-14,Changed mind,404.1
2400,42068,2025-10-15,Not as described,5539.0
2401,44645,2025-10-15,Wrong item,413.1
2402,43043,2025-10-15,Size/fit issue,699.0
2403,43410,2025-10-15,Changed mind,236.88
2404,43647,2025-10-15,Changed mind,386.1
2405,44445,2025-10-15,Size/fit issue,449.0
2406,44647,2025-10-16,Defective,203.15
2407,41845,2025-10-16,Defective,404.1
2408,43254,2025-10-16,Defective,873.05
2409,44389,2025-10-16,Defective,209.0
2410,44416,2025-10-16,Defective,263.2
2411,43786,2025-10-16,Changed mind,1698.57
2412,43796,2025-10-16,Defective,404.1
2413,43271,2025-10-17,Wrong item,439.2
2414,42833,2025-10-17,Not as described,438.0
2415,43444,2025-10-17,Not as described,438.0
2416,44016,2025-10-17,Size/fit issue,1690.05
2417,43336,2025-10-17,Size/fit issue,4690.3
2418,42719,2025-10-17,Not as described,263.2
2419,43045,2025-10-17,Size/fit issue,312.55
2420,43996,2025-10-17,Changed mind,1212.3
2421,44338,2025-10-18,Changed mind,323.28
2422,44328,2025-10-18,Defective,2392.6
2423,44100,2025-10-18,Not as described,2298.0
2424,42326,2025-10-18,Size/fit issue,853.1
2425,43659,2025-10-18,Not as described,449.0
2426,42260,2025-10-18,Size/fit issue,2718.0
2427,44765,2025-10-18,Changed mind,3325.68
2428,42023,2025-10-18,Changed mind,404.1
2429,43492,2025-10-18,Not as described,426.55
2430,43025,2025-10-19,Changed mind,103769.1
2431,45121,2025-10-19,Size/fit issue,208.05
2432,43378,2025-10-19,Not as described,6218.0
2433,42382,2025-10-19,Wrong item,476.1
2434,44237,2025-10-19,Size/fit issue,1223.2
2435,43457,2025-10-19,Wrong item,186.15
2436,44822,2025-10-19,Changed mind,970.79
2437,43733,2025-10-19,Defective,673.55
2438,44634,2025-10-19,Changed mind,413.1
2439,42744,2025-10-19,Changed mind,3292.2
2440,45151,2025-10-19,Size/fit issue,197.1
2441,42816,2025-10-19,Changed mind,404.1
2442,43241,2025-10-20,Changed mind,195.8
2443,43628,2025-10-20,Size/fit issue,999.0
2444,43088,2025-10-20,Wrong item,5949.15
2445,42140,2025-10-20,Changed mind,2358.95
2446,45289,2025-10-20,Not as described,849.0
2447,44791,2025-10-20,Defective,1205.3
2448,42366,2025-10-21,Size/fit issue,1799.0
2449,42365,2025-10-21,Changed mind,1212.3
2450,44638,2025-10-21,Size/fit issue,1699.55
2451,43908,2025-10-21,Defective,426.55
2452,42402,2025-10-21,Defective,219.0
2453,43489,2025-10-22,Size/fit issue,10683.65
2454,42827,2025-10-22,Not as described,7428.05
2455,45575,2025-10-22,Not as described,4058.0
2456,42931,2025-10-22,Size/fit issue,179.0
2457,44470,2025-10-22,Changed mind,167.54
2458,44985,2025-10-23,Defective,359.2
2459,42870,2025-10-23,Changed mind,646.56
2460,44283,2025-10-23,Size/fit issue,426.55
2461,43330,2025-10-24,Wrong item,369.0
